Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
BIOCARTA_AKAP13_PATHWAY	0	NA	NA	NA	NA	NA	NA
PID_PS1_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS	0	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	0	NA	NA	NA	NA	NA	NA
WP_METABOLISM_OF_ALPHALINOLENIC_ACID	0	NA	NA	NA	NA	NA	NA
WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES	0	NA	NA	NA	NA	NA	NA
FINETTI_BREAST_CANCERS_KINOME_GRAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_WNT_LRP6_PATHWAY	0	NA	NA	NA	NA	NA	NA
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_2_LTR_CIRCLE_FORMATION	0	NA	NA	NA	NA	NA	NA
GERHOLD_RESPONSE_TO_TZD_UP	0	NA	NA	NA	NA	NA	NA
MARSON_FOXP3_TARGETS_STIMULATED_DN	0	NA	NA	NA	NA	NA	NA
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	0	NA	NA	NA	NA	NA	NA
MELLMAN_TUT1_TARGETS_UP	0	NA	NA	NA	NA	NA	NA
MOREIRA_RESPONSE_TO_TSA_DN	0	NA	NA	NA	NA	NA	NA
WP_INCLUSION_BODY_MYOSITIS	0	NA	NA	NA	NA	NA	NA
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX	0	NA	NA	NA	NA	NA	NA
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_RAS_BY_GAPS	0	NA	NA	NA	NA	NA	NA
REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	0	NA	NA	NA	NA	NA	NA
KIM_MYCL1_AMPLIFICATION_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
WP_PTF1A_RELATED_REGULATORY_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	0	NA	NA	NA	NA	NA	NA
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	0	NA	NA	NA	NA	NA	NA
WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM	0	NA	NA	NA	NA	NA	NA
WILLIAMS_ESR2_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	0	NA	NA	NA	NA	NA	NA
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	0	NA	NA	NA	NA	NA	NA
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0	NA	NA	NA	NA	NA	NA
REACTOME_FASL_CD95L_SIGNALING	0	NA	NA	NA	NA	NA	NA
WP_EFFECTS_OF_NITRIC_OXIDE	0	NA	NA	NA	NA	NA	NA
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0	NA	NA	NA	NA	NA	NA
PASTURAL_RIZ1_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
OZEN_MIR125B1_TARGETS	0	NA	NA	NA	NA	NA	NA
REACTOME_CHYLOMICRON_REMODELING	0	NA	NA	NA	NA	NA	NA
STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	0	NA	NA	NA	NA	NA	NA
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	0	NA	NA	NA	NA	NA	NA
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	0	NA	NA	NA	NA	NA	NA
KEGG_BUTANOATE_METABOLISM	0	NA	NA	NA	NA	NA	NA
PID_CXCR3_PATHWAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_TRKA_PATHWAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_IL12_PATHWAY	0	NA	NA	NA	NA	NA	NA
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	0	NA	NA	NA	NA	NA	NA
WP_MED_AND_PSEUDOACHONDROPLASIA_GENES	0	NA	NA	NA	NA	NA	NA
YAMANAKA_GLIOBLASTOMA_SURVIVAL_DN	0	NA	NA	NA	NA	NA	NA
BIOCARTA_MRP_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_P75NTR_REGULATES_AXONOGENESIS	0	NA	NA	NA	NA	NA	NA
ZHAN_MULTIPLE_MYELOMA_SUBGROUPS	0	NA	NA	NA	NA	NA	NA
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	0	NA	NA	NA	NA	NA	NA
BIOCARTA_LEPTIN_PATHWAY	0	NA	NA	NA	NA	NA	NA
WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER	0	NA	NA	NA	NA	NA	NA
WP_NICOTINE_METABOLISM_IN_LIVER_CELLS	0	NA	NA	NA	NA	NA	NA
WP_SARSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS	0	NA	NA	NA	NA	NA	NA
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	0	NA	NA	NA	NA	NA	NA
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	0	NA	NA	NA	NA	NA	NA
WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY	0	NA	NA	NA	NA	NA	NA
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0	NA	NA	NA	NA	NA	NA
LEE_METASTASIS_AND_RNA_PROCESSING_UP	0	NA	NA	NA	NA	NA	NA
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION	0	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	0	NA	NA	NA	NA	NA	NA
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_LIPOPHAGY	0	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	0	NA	NA	NA	NA	NA	NA
WP_NAD_METABOLISM	0	NA	NA	NA	NA	NA	NA
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	0	NA	NA	NA	NA	NA	NA
TERAO_AOX4_TARGETS_HG_UP	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21	0	NA	NA	NA	NA	NA	NA
WP_NODLIKE_RECEPTOR_NLR_SIGNALING_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_CGMP_EFFECTS	0	NA	NA	NA	NA	NA	NA
MIKI_COEXPRESSED_WITH_CYP19A1	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22	0	NA	NA	NA	NA	NA	NA
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	0	NA	NA	NA	NA	NA	NA
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0	NA	NA	NA	NA	NA	NA
BIOCARTA_RNA_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	0	NA	NA	NA	NA	NA	NA
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29	0	NA	NA	NA	NA	NA	NA
WP_NANOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH	0	NA	NA	NA	NA	NA	NA
WEBER_METHYLATED_IN_COLON_CANCER	0	NA	NA	NA	NA	NA	NA
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION	0	NA	NA	NA	NA	NA	NA
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	0	NA	NA	NA	NA	NA	NA
TERAMOTO_OPN_TARGETS_CLUSTER_5	0	NA	NA	NA	NA	NA	NA
BIOCARTA_STAT3_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	0	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA	0	NA	NA	NA	NA	NA	NA
LUND_SILENCED_BY_METHYLATION	0	NA	NA	NA	NA	NA	NA
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	0	NA	NA	NA	NA	NA	NA
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	0	NA	NA	NA	NA	NA	NA
PID_ECADHERIN_NASCENT_AJ_PATHWAY	0	NA	NA	NA	NA	NA	NA
LEI_HOXC8_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	0	NA	NA	NA	NA	NA	NA
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	0	NA	NA	NA	NA	NA	NA
ALONSO_METASTASIS_EMT_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_G_PROTEIN_ACTIVATION	0	NA	NA	NA	NA	NA	NA
MCBRYAN_TERMINAL_END_BUD_DN	0	NA	NA	NA	NA	NA	NA
ZHANG_ADIPOGENESIS_BY_BMP7	0	NA	NA	NA	NA	NA	NA
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19	0	NA	NA	NA	NA	NA	NA
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	0	NA	NA	NA	NA	NA	NA
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_9	0	NA	NA	NA	NA	NA	NA
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	0	NA	NA	NA	NA	NA	NA
KEGG_RIBOFLAVIN_METABOLISM	0	NA	NA	NA	NA	NA	NA
WHITESIDE_CISPLATIN_RESISTANCE_UP	0	NA	NA	NA	NA	NA	NA
BIOCARTA_BARRESTIN_PATHWAY	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_1	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	0	NA	NA	NA	NA	NA	NA
WP_MITOCHONDRIAL_COMPLEX_II_ASSEMBLY	0	NA	NA	NA	NA	NA	NA
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0	NA	NA	NA	NA	NA	NA
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	0	NA	NA	NA	NA	NA	NA
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	0	NA	NA	NA	NA	NA	NA
MOOTHA_FFA_OXYDATION	0	NA	NA	NA	NA	NA	NA
DER_IFN_ALPHA_RESPONSE_DN	0	NA	NA	NA	NA	NA	NA
MOOTHA_GLYCOGEN_METABOLISM	0	NA	NA	NA	NA	NA	NA
WP_TGIF_DISRUPTION_OF_SHH_SIGNALING	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	0	NA	NA	NA	NA	NA	NA
BOYAULT_LIVER_CANCER_SUBCLASS_G12_DN	0	NA	NA	NA	NA	NA	NA
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	0	NA	NA	NA	NA	NA	NA
CROONQUIST_STROMAL_STIMULATION_DN	0	NA	NA	NA	NA	NA	NA
BRUNEAU_SEPTATION_ATRIAL	0	NA	NA	NA	NA	NA	NA
WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE	0	NA	NA	NA	NA	NA	NA
BIOCARTA_AGPCR_PATHWAY	0	NA	NA	NA	NA	NA	NA
WALLACE_PROSTATE_CANCER_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_SIGNALLING_TO_ERKS	0	NA	NA	NA	NA	NA	NA
BIOCARTA_GABA_PATHWAY	0	NA	NA	NA	NA	NA	NA
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_16	0	NA	NA	NA	NA	NA	NA
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	0	NA	NA	NA	NA	NA	NA
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_13	0	NA	NA	NA	NA	NA	NA
REACTOME_DEFECTIVE_F9_ACTIVATION	0	NA	NA	NA	NA	NA	NA
PHESSE_TARGETS_OF_APC_AND_MBD2_DN	0	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18	0	NA	NA	NA	NA	NA	NA
MOOTHA_ROS	0	NA	NA	NA	NA	NA	NA
WP_REGULATION_OF_WNT_BCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS	0	NA	NA	NA	NA	NA	NA
REACTOME_INTERLEUKIN_27_SIGNALING	0	NA	NA	NA	NA	NA	NA
BIOCARTA_GATA3_PATHWAY	0	NA	NA	NA	NA	NA	NA
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_DN	0	NA	NA	NA	NA	NA	NA
WP_MIRNA_BIOGENESIS	0	NA	NA	NA	NA	NA	NA
YIH_RESPONSE_TO_ARSENITE_C4	0	NA	NA	NA	NA	NA	NA
HASLINGER_B_CLL_WITH_MUTATED_VH_GENES	0	NA	NA	NA	NA	NA	NA
TURJANSKI_MAPK7_TARGETS	0	NA	NA	NA	NA	NA	NA
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2	0	NA	NA	NA	NA	NA	NA
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0	NA	NA	NA	NA	NA	NA
YIH_RESPONSE_TO_ARSENITE_C2	0	NA	NA	NA	NA	NA	NA
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	0	NA	NA	NA	NA	NA	NA
PARK_APL_PATHOGENESIS_UP	0	NA	NA	NA	NA	NA	NA
ZAIDI_OSTEOBLAST_TRANSCRIPTION_FACTORS	0	NA	NA	NA	NA	NA	NA
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	0	NA	NA	NA	NA	NA	NA
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	0	NA	NA	NA	NA	NA	NA
IBRAHIM_NRF3_UP	0	NA	NA	NA	NA	NA	NA
WP_GLIAL_CELL_DIFFERENTIATION	0	NA	NA	NA	NA	NA	NA
REACTOME_NRCAM_INTERACTIONS	0	NA	NA	NA	NA	NA	NA
DONATO_CELL_CYCLE_TRETINOIN	0	NA	NA	NA	NA	NA	NA
WP_ESTROGEN_METABOLISM	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	0	NA	NA	NA	NA	NA	NA
REACTOME_INTEGRATION_OF_PROVIRUS	0	NA	NA	NA	NA	NA	NA
REACTOME_VITAMINS	0	NA	NA	NA	NA	NA	NA
PID_S1P_S1P4_PATHWAY	0	NA	NA	NA	NA	NA	NA
GROSS_HIF1A_TARGETS_UP	0	NA	NA	NA	NA	NA	NA
WP_CANNABINOID_RECEPTOR_SIGNALING	0	NA	NA	NA	NA	NA	NA
TCGA_GLIOBLASTOMA_MUTATED	0	NA	NA	NA	NA	NA	NA
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_UP	0	NA	NA	NA	NA	NA	NA
BIOCARTA_THELPER_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_OPSINS	0	NA	NA	NA	NA	NA	NA
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	0	NA	NA	NA	NA	NA	NA
BIOCARTA_PDZS_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	0	NA	NA	NA	NA	NA	NA
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	0	NA	NA	NA	NA	NA	NA
ZHENG_FOXP3_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	0	NA	NA	NA	NA	NA	NA
PALOMERO_GSI_SENSITIVITY_DN	0	NA	NA	NA	NA	NA	NA
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0	NA	NA	NA	NA	NA	NA
HEIDENBLAD_AMPLIFIED_IN_SOFT_TISSUE_CANCER	0	NA	NA	NA	NA	NA	NA
PID_TCR_JNK_PATHWAY	0	NA	NA	NA	NA	NA	NA
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	0	NA	NA	NA	NA	NA	NA
BIOCARTA_PITX2_PATHWAY	0	NA	NA	NA	NA	NA	NA
SIG_CHEMOTAXIS	0	NA	NA	NA	NA	NA	NA
BIOCARTA_HCMV_PATHWAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_NPP1_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	0	NA	NA	NA	NA	NA	NA
BIOCARTA_IL7_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0	NA	NA	NA	NA	NA	NA
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	0	NA	NA	NA	NA	NA	NA
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	0	NA	NA	NA	NA	NA	NA
ONGUSAHA_BRCA1_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	0	NA	NA	NA	NA	NA	NA
HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER	0	NA	NA	NA	NA	NA	NA
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_2HR	0	NA	NA	NA	NA	NA	NA
MAYBURD_RESPONSE_TO_L663536_UP	0	NA	NA	NA	NA	NA	NA
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES_T1	0	NA	NA	NA	NA	NA	NA
WP_GPR40_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_HDL_CLEARANCE	0	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_LIPOXINS_LX	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	0	NA	NA	NA	NA	NA	NA
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC	0	NA	NA	NA	NA	NA	NA
NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA	0	NA	NA	NA	NA	NA	NA
BIOCARTA_BARRESTIN_SRC_PATHWAY	0	NA	NA	NA	NA	NA	NA
REN_MIF_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0	NA	NA	NA	NA	NA	NA
WP_SARSCOV2_REPLICATION_ORGANELLE_FORMATION	0	NA	NA	NA	NA	NA	NA
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0	NA	NA	NA	NA	NA	NA
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0	NA	NA	NA	NA	NA	NA
BIOCARTA_SKP2E2F_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS	0	NA	NA	NA	NA	NA	NA
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS	0	NA	NA	NA	NA	NA	NA
PID_NETRIN_PATHWAY	0	NA	NA	NA	NA	NA	NA
MATZUK_EMBRYONIC_GERM_CELL	0	NA	NA	NA	NA	NA	NA
MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY	0	NA	NA	NA	NA	NA	NA
HOLLEMAN_DAUNORUBICIN_B_ALL_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	0	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	0	NA	NA	NA	NA	NA	NA
WP_PDGFRBETA_PATHWAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_PS1_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_MISMATCH_REPAIR	0	NA	NA	NA	NA	NA	NA
PID_NEPHRIN_NEPH1_PATHWAY	0	NA	NA	NA	NA	NA	NA
MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT	0	NA	NA	NA	NA	NA	NA
REACTOME_EGFR_DOWNREGULATION	0	NA	NA	NA	NA	NA	NA
BIOCARTA_DICER_PATHWAY	0	NA	NA	NA	NA	NA	NA
WANG_THOC1_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_PD_1_SIGNALING	0	NA	NA	NA	NA	NA	NA
HUMMERICH_BENIGN_SKIN_TUMOR_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_SIGNALING_BY_NODAL	0	NA	NA	NA	NA	NA	NA
BIOCARTA_SAM68_PATHWAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_RARRXR_PATHWAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_FOSB_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATION_OF_SMO	0	NA	NA	NA	NA	NA	NA
CHESLER_BRAIN_D6MIT150_QTL_TRANS	0	NA	NA	NA	NA	NA	NA
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	0	NA	NA	NA	NA	NA	NA
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_COENZYME_A_BIOSYNTHESIS	0	NA	NA	NA	NA	NA	NA
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0	NA	NA	NA	NA	NA	NA
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	0	NA	NA	NA	NA	NA	NA
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	0	NA	NA	NA	NA	NA	NA
TOMLINS_PROSTATE_CANCER_UP	0	NA	NA	NA	NA	NA	NA
RAHMAN_TP53_TARGETS_PHOSPHORYLATED	0	NA	NA	NA	NA	NA	NA
BIOCARTA_LYMPHOCYTE_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_RELAXIN_RECEPTORS	0	NA	NA	NA	NA	NA	NA
COLLIS_PRKDC_REGULATORS	0	NA	NA	NA	NA	NA	NA
NIKOLSKY_BREAST_CANCER_19Q13.4_AMPLICON	0	NA	NA	NA	NA	NA	NA
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	0	NA	NA	NA	NA	NA	NA
